Comment,Sentiment,Like,Haha,Angry,Love,Care,Sad,Wow
আসসালামু আলাইকুম | প্রিয় ভাইয়েরা আমার ছোট একটা পেইজ চাইলে,Neutral,1,0,0,0,0,0,0
কিছু মানুষের আত্বসম্মানবোধ পাহাড় সমান তারা বরং চলে যাবে তবুও কারো সামনে মাথা নত করে বাঁচবে না এই হিসেবে আমি তামিমের অবসরের সিদ্ধান্ত কে স্বাগত জানাই হয়তো এটা তার আবেগী সিদ্ধান্ত কিন্তু নিজের আত্বসম্মান নিয়ে বেঁচে থাকার সৎ সাহসও সবার হয়না,Neutral,0,0,0,0,0,0,0
অনেক কষ্ট হচ্ছে তামিম ভাইর জন্য,Negative,1,0,0,0,0,0,0
আপনার পেইজটা ঘুরে আসলাম খুব ভালো লাগলো সবাইকে সাপোর্ট করে যান আপনাকেও সবাই সাপোর্ট করবে ইনশাআল্লাহ আমার পেইজটা ঘুরে আসার দাওয়াত রইলো,Neutral,3,0,0,0,0,0,0
একের পর এক কিংবদন্তী বিদায় বাংলার মানুষ কার কাছে আশা রাখবে যে আমাদের একটা কাপ এনে দিতে আমরা সবাই তোমার দিকে তাকিয়ে ছিলাম বস আর তুমি কি না শত শত বক্ত দের কাঁদিয়ে বিদায় জানালেআমি অবস্যই তোমার ডিসিশনকে সম্মান জানাই তবে তুমি তোমার বক্ত দের কথা একবার চিন্তা করে এই ডিসিশন না নিলে হতো না তোমার কথা বাংলা মানুষ সময় মনে রাখবে আমাদের একজন তামিম ছিলো?,Negative,0,0,0,0,0,0,0
দুইদিন আগেও যার চোখে ছিল বিশ্বকাপ জয়ের সপ্ন,Positive,4,0,0,0,0,0,0
আমার কারনে তামিম ইকবাল বিদায় নেই নি,Positive,0,0,0,0,0,0,0
তামিম ভাই,Positive,4,0,0,0,0,0,0
তামিম অবসর নেয়াতেই মানুষের এত হাহাকার,Negative,0,0,0,0,0,0,0
Bad Decision ক্যাপ্টেন্সি বাদ দিয়ে খেলায় মনোযোগ দেয়া উচিৎ ছিলো বিশ্বকাপের আগে বিদায় বলা উচিৎ হয় নাই,Negative,0,0,0,0,0,0,0
বিদায় লি‌জেন্ড,Negative,0,0,0,0,0,0,0
ফিরে আসুক বাংলাদেশ ক্রিকেট টিমে যারা আমাদের অনেক জয় উপহার দিয়েছে মাহমুদউল্লাহ তামিন ২০২৩ বিশ্বকাপ খেলুক আমরা এটাই চাই তার পর বিদায়,Positive,4,0,0,0,0,0,0
এভাবে বিদায় জানাবেন কখনো ভাবতে পারিনি আপনাকে খুব মিস করবো ভাইয়া,Negative,5,0,0,0,0,0,0
আমি এগিয়ে যাবো আপনার সহযোগিতায়,Positive,0,0,0,0,0,0,0
ঘন্টা বাজলেও সব শেষ হয়ে যায় না,Negative,4,0,0,0,0,0,0
ফিরে এসো তামিম ইকবাল,Positive,0,0,0,0,0,0,0
যে কান্না বাংলাদেশের ক্রিকেটের লজ্জা; এ দেশে নক্ষত্রদের পতন এভাবেই হয়,Negative,4,0,0,0,0,0,0
কষ্ট পাইয়া লাভ নাই৷ উনি আসছেন,Positive,0,0,0,0,0,0,0
দেশের জন্য যা যা দিয়েছেন সব কিছুর জন্য ধন্যবাদ তবে বিশ্বকাপ টা খেললে বেশি খুশি হতাম,Positive,2,0,0,0,0,0,0
খুবই দুঃখজনক বাংলার ক্রিকেট প্রেমীরা আপনাকে অনেক বেশি মিস করবে,Negative,3,0,0,0,0,0,0
আরো ভালোভাবে এটা করতে পারতো,Positive,0,0,0,0,0,0,0
তামিম ছাড়া বাংলাদেশের খেলা দেখতে ভালো লাগবেনা,Positive,0,0,0,0,0,0,0
শুভ কামনা,Positive,0,0,0,0,0,0,0
বিদায় লিজেন্ড,Negative,0,0,0,0,0,0,0
আসুন,Positive,4,0,0,0,0,0,0
পাপন আর নান্নু ওরা সব ক্রিকেটারদের কেরিয়ার নষ্ট করে দিচ্ছে,Negative,0,0,0,0,0,0,0
আমরা যদি একে অন্যকে ফলো করি তাহলে 20 k হওয়া কোন ব্যাপার না,Neutral,0,0,0,0,0,0,0
তামিমের কান্না,Negative,2,0,0,0,0,0,0
বাংলাদেশ ক্রিকেটের মৃত্যু অনেক দিন আগেই ঘটেছে,Negative,0,0,0,0,0,0,0
বাংলাদেশ ক্রিকেট বোর্ড গুনিজনের কদর করতে জানেনা,Negative,0,0,0,0,0,0,0
বিদায় ক্যাপ্টেন,Negative,0,0,0,0,0,0,0
ফিরলো তামিম খেলবে আবার লাল সবুজের জার্সি পড়ে ২২ গজে,Positive,3,0,0,0,0,0,0
এশিয়া কাপ ও বিশ্বকাপ সামনে রেখে একজন সিনিয়র ওপেনারের এমন সিদ্ধান্ত নেয়া উচিত হয় নাইমিস করবে ক্রিকেট প্রেমীরা,Positive,0,0,0,0,0,0,0
বিদায় লিজেন্ড,Negative,0,0,0,0,0,0,0
বিদায় মানতে পারলাম না,Negative,6,0,0,0,0,0,0
দুচোখের রক্তক্ষরণ,Negative,3,0,0,0,0,0,0
আর খেলায় মন বসবে না,Negative,3,0,0,0,0,0,0
আমার থেকেও বেশি অভিমানের এই মানুষ টা অভিমান করেই বিদায় নিলেন পুরো ক্রিকেট থেকে,Neutral,4,0,0,0,0,0,0
মিস ইউ,Negative,6,0,0,0,0,0,0
অনেক মিস করবো,Negative,6,0,0,0,0,0,0
বিশ্বকাপের আগে সাকিব এবং মুশফিক অবসর নিলে দলটা আরও শক্তিশালী হবে,Positive,6,0,0,0,0,0,0
তামিম ভাই আবার ও ফিরবে এবং তাঁকে ফিরতেই হবে সেই আশায় রইলাম,Neutral,1,0,0,0,0,0,0
প্রধানমন্ত্রী যদি তামিমকে অবসর,Neutral,0,0,0,0,0,0,0
তোমার এই বিদায় কিছুতেই মানতে পারছি না Please যদি সম্ভব হয় আবার ফিরে আসো please,Positive,1,0,0,0,0,0,0
আর কখনো কাভার ড্রাইফ দাউন দ্যা ট্রাক,Neutral,0,0,0,0,0,0,0
ফিরে আসুন,Positive,3,0,0,0,0,0,0
এটা মেনে নেওয়া আমাদের জন্য অনেক কষ্টের,Negative,0,0,0,0,0,0,0
তামিম ইকবাল খান,Positive,1,0,0,0,0,0,0
সব সময় ভালো থাকবেন দোয়া রইলো,Positive,2,0,0,0,0,0,0
আমার আর তেমনভাবে দেশের খেলা দেখা হবে না,Negative,23,0,0,0,0,0,0
তবে কিছু কথা জানতে মন চায়,Positive,13,0,0,0,0,0,0
পাপন নাটের গুরু,Negative,2,0,0,0,0,0,0
একটা প্লেয়ার ১৬ বছর আন্তর্জাতিক ক্রিকেট খেলার পরেও যদি বোর্ডের সর্বোচ্চ কর্তা তার পেশাদারিত্ব নিয়ে প্রশ্ন তুলে তখন সে প্লেয়ারের আর কিই বা করার থাকে,Positive,31,0,0,0,0,0,0
ছিল তো অনেকেই পথে কতজনরে হারাইলাম,Negative,0,0,0,0,0,1,0
ভাঙা আঙুল নিয়ে খেলতে আসা সেই ম্যাচটা ভাসছে চোখে,Positive,3,0,0,0,0,0,0
দেশের ক্রিকেটকে যারা কোলে পিঠে মানুষ করে এটুকু পথ নিয়ে এসেছেন,Positive,0,0,0,0,0,0,0
লোকটার চোখে দুই দিন আগেও ছিলো বিশ্বকাপ জয়ের স্বপ্ন,Positive,0,0,0,0,0,0,0
THE END সব কিছুর জন্য ধন্যবাদ তামিম ভাই,Positive,1,0,0,0,0,0,0
একটা প্লেয়ার ১৬ বছর আন্তর্জাতিক ক্রিকেট খেলার পরেও যদি বোর্ডের সর্বোচ্চ কর্তা তার পেশাদারিত্ব নিয়ে প্রশ্ন তুলে তখন সে প্লেয়ারের আর কিই বা করার থাকে,Positive,0,0,0,0,0,0,0
একটা প্লেয়ার ১৬ বছর আন্তর্জাতিক ক্রিকেট খেলার পরেও যদি বোর্ডের সর্বোচ্চ কর্তা তার পেশাদারিত্ব নিয়ে প্রশ্ন তুলে তখন সে প্লেয়ারের আর কিই বা করার থাকে,Positive,4,0,0,0,0,0,0
মেনে নিতে পারলাম না,Negative,1,0,0,0,0,0,0
একজন তামিম লাভার হিসেবে বলছি Tamim Iqbal,Positive,54,0,0,0,0,0,0
আমরা মর্মাহত,Negative,7,0,0,0,0,0,0
মেনে নিতে খারাপ লাগছে দেশের ক্রিকেট ইতিহাসের সেরা ওপেন ব্যাটসম্যানের এই আচমকা অবসর,Negative,9,0,0,0,0,0,0
কিছুতেই মানতে পারতাসি না,Negative,0,0,0,0,0,0,0
তামিমের সিদ্ধান্তকে আমি শ্রদ্ধার সাথে সাধুবাদ জানাই,Positive,5,0,0,0,0,0,0
এদেশের কোন খেলোয়াড় কে দেখলাম না তার শেষটা সুন্দর হয়েছে সবাই বুক ভরা কষ্ট আর অভিমান নিয়ে বিদায় নিয়েছে অথচ এরা দেশের জন্য মাঠে নিজের সর্বোচ্চ দিয়ে লড়েছেন,Negative,5,0,0,0,0,0,0
তামিম সমালোচনা নিতে পারেনা এটাই তার সমস্যা,Negative,3,0,0,0,0,0,0
অথচ লোকটার চোখে ২ দিন আগেই ছিলো বিশ্বজয়ের স্বপ্ন,Positive,0,0,0,0,0,0,0
খুবই দুঃখজনক খুবই কষ্ট পেলাম আপনাকে খুব মিস করবো লিজন্ড তবে আপনার সিদ্ধান্তকে অবশ্যই সম্মান জানাই আপনি ও তো রক্ত মাংসে গড়া মানুষ সিদ্ধান্ত তো নিতেই পারেন বাকি জীবনটা ভালো কাটুক দোয়া রইলো লিজেন্ড,Negative,0,0,0,0,0,0,0
মুশফিক ভাই এর কথা টা ঠিকই,Positive,0,0,0,0,0,0,0
তামিম ভাইয়ের কথা গুলো শুনতে শুনতে মনের অজান্তেই চোখে পানি চলে আসলো,Positive,2,0,0,0,0,0,0
ভাই এখন তোমাদের জন্য কাজ টা সহজ হয়ে যাবে বিশ্বকাপ জেতার জন্য কোন খারাপ অধিনায়ক নাই খারাপ ওপেনার নাই আর তোমরা খুব সহজে বিশ্বকাপ টা পেয়ে যাবে,Positive,0,0,0,0,0,0,0
এটা মানতে পারলাম না,Negative,0,0,0,0,0,0,0
ক্রিকেটপ্রেমীদের এভাবে কাঁদিয়ে দিলে খান সাহেব,Negative,0,0,0,0,0,0,0
আপনি কিংবদন্তী সারাজীবন কিংবদন্তি হয়েই থাকবেন আপনার অবদান বাংলাদেশ মনে রাখবে সারাজীবন ভাঙা আঙুল নিয়ে হয়তো ক্রিজে এসে ব্যাট করার এমন সাহস দেখাবে না দেশের হয়ে আর কেউ মনে রাখবে সকলে আপনার সেই দিনের ম্যাচটিও,Positive,0,0,0,0,0,0,0
যাদের হাত ধরে বাংলাদেশ ক্রিকেট টিম আজ বিশ্বের বুকে পরিচিত সেই সমস্ত প্লেয়ারদের বিদায় বেলার কষ্ট এইভাবে মেনে নেওয়া যায় না,Positive,0,0,0,0,0,0,0
সবকিছু জন্য ধন্যবাদ ক্যাপ্টেন,Positive,2,0,0,0,0,0,0
এবাবে বিদায় নিবে কোনো দিন বাপ তে পারি নি,Negative,0,0,0,0,0,0,0
বাংলাদেশ ক্রিকেট থেকে এখনো কেউ সভ্য সুন্দর ভাবে বিদায় নিতে পারেনি,Negative,7,0,0,0,0,0,0
সবকিছু জন্য ধন্যবাদ my childhood love,Positive,0,0,0,0,0,0,0
আমি মানতে পারছি না,Negative,0,0,0,0,0,0,0
বিদায় দেশ সেরা ওপেনার,Negative,6,0,0,0,0,0,0
এক সাগর অভিমান নিয়ে আন্তর্জাতিক ক্রিকেটকে বিদায় জানালেন তার অবদান আমরা বাংলাদেশ ক্রিকেট ফ্যানস রা কখনোই ভুলতে পারবো না,Negative,0,0,0,0,0,0,0
শুভ কামনা রইলো তামিম ভাই,Positive,0,0,0,0,0,0,0
ভাই এটা কোনো বাবেই মেনে নেওয়া যায় না আপনারা সবাই মিলে তামিম ভাইকে ফিরিয়ে আনেন খারাপ সময় যাইতে পারে এইজন্য এরকম সিদ্ধান্ত নেওয়া আমরা কোনভাবেই মানতে পারিনা বিরাট কোহলি গান,Negative,2,0,0,0,0,0,0
আপসোস একজন ক্রিকেটারও ভালোবাবে বিদায় নিতে পারলো না,Negative,0,0,0,0,0,0,0
ধন্যবাদ কলিজাওয়ালা খান,Positive,0,0,0,0,0,0,0
শুধু যে তামিম ভাই কাদছিলো তা না,Negative,0,0,0,0,0,0,0
একজন লিজেন্ডকে এভাবে কাঁদানো বাংলাদেশ ক্রিকেটের জন্য ভালো কিছু হতে পারে না,Negative,0,0,0,0,0,0,0
বাংলাদেশ ক্রিকেট থেকে এখনো কেউ সভ্য সুন্দর ভাবে বিদায় নিতে পারেনি,Negative,0,0,0,0,0,0,0
আমাদের ফিউচার ক্যাপ্টেন তুমি মিরাজ,Positive,0,0,0,0,0,0,0
মৃত্যুর কয়েক সেকেন্ড আগে যেন,Positive,0,0,0,0,0,0,0
এটা মেনে নিতে পারলামনা,Negative,0,0,0,0,0,0,0
আপনি কিংবদন্তী সারাজীবন কিংবদন্তি হয়েই থাকবেন আপনার অবদান বাংলাদেশ মনে রাখবে সারাজীবন ভাঙা আঙুল নিয়ে হয়তো ক্রিজে এসে ব্যাট করার এমন সাহস দেখাবে না দেশের হয়ে আর কেউ মনে রাখবে সকলে আপনার সেই দিনের ম্যাচটিও,Positive,2,0,0,0,0,0,0
ভাই এভাবে বিশ্বকাপের আগে তাকে বিদায় না জানিয়ে সবাই মিলে সংঘবদ্ধ হয়ে তাকে ফিরিয়ে আনার চেষ্টা করেন,Positive,4,0,0,0,0,0,0
বাংলাদেশ ক্রিকেট তার উত্থানেই আজকের অবস্থানে আসতে পেরেছে তামিমের সাহসিক নৈপুণ্যে বাংলাদেশের অপরাপর ক্রিকেটার তৈরী হতে সাহস পেয়েছে তামিম অসাধারণ তাঁর বিদায়ে রাষ্ট্রীয় সম্মাননা দাবী জানাই,Positive,0,0,0,0,0,0,0
কিংবদন্তিদের বিদায় না ধন্যবাদ দিতে হয়,Negative,0,0,0,0,0,0,0
আপনার কাছ থেকে এমন টা আশা করে নি খান সাহেব বাংলার মানুষ,Negative,0,0,0,0,0,0,0
যারা‌ গত কালকেও তামিম কে অবসর নেওয়ার জন্য বলছিল  আজ তারাই আগলা পিরিত‌ দেখাচ্ছে বিসিবি হয়ত জানেনা তারা একটা রত্ন হারিয়ে ফেলল We miss you very much Legend Tamim Iqbal Khan,Negative,0,0,0,0,0,0,0
একটি নিউজ দেখলাম,Neutral,0,0,0,0,0,0,0
এই চোখের পানির মূল্য অবশ্যই বাংলার ক্রিকেটকে দিতে হবে প্রকৃতির বিচার বলে একটা কথা আছে আর যাই হোক,Negative,0,0,0,0,0,0,0
আপাতত সব দুঃখ একটা কথাকেই ছুঁয়ে যাচ্ছে,Negative,0,0,0,0,0,0,0
এদেশের কোন খেলোয়াড় কে দেখলাম না তার শেষটা সুন্দর হয়েছে সবাই বুক ভরা কষ্ট আর অভিমান নিয়ে বিদায় নিয়েছে অথচ এরা দেশের জন্য মাঠে নিজের সর্বোচ্চ দিয়ে লড়েছেন,Negative,3,0,0,0,0,0,0
সব আপনাদের সমালোচনার ফল,Negative,2,0,0,0,0,0,0
এমন প্রস্থান চাইনি,Positive,0,0,0,0,0,0,0
জয়ের ধারা এশিয়া কাপ ও বিশ্বকাপে অব্যাহত থাকবে ইনশাআল্লাহ,Positive,0,0,0,0,0,0,0
এমন অশ্রুসিক্ত বিদায় তো আমরা চাইনি ক্যাপ্টেন Tamim Iqbal,Negative,5,0,0,0,0,0,0
বোধহয় ঠিক ছিলো,Positive,3,0,0,0,0,0,0
আর এক লিজেন্ড আমাদের মাঝ থেকে হারিয়ে গেল,Negative,0,0,0,0,0,0,0
তামিম সমালোচনা নিতে পারেনা এটাই তার সমস্যা,Positive,4,0,0,0,0,0,0
মিরাজ তোমরা সবায় প্রস্তুত থাকো,Positive,0,0,0,0,0,0,0
সাংবাদিকদের সঙ্গে রাগ করে যা বললেন তামিম ভাই,Positive,3,0,0,0,0,0,0
মিস ইউ,Negative,0,0,0,0,0,0,0
সামনে এশিয়াকাপ এবং ওয়ার্ল্ডকাপ সিনিয়র ক্যাম্পেইনর প্রয়োজন আছে পুরো আন্তর্জাতিক ক্রিকেট থেকে অবসর টিমের জন্য মুশকিল আমি মনে করি,Positive,4,0,0,0,0,0,0
কালকে যখন আউট হলো তখনো সবাই গালি দিলো,Negative,0,0,0,0,0,0,0
দেশের ক্রিকেট কে অনেক কিছু দিয়েছেন কিন্তু শেষ বেলার সম্মান টুকু দিতে পারিনাই মিস করব ভাই,Positive,5,0,0,0,0,0,0
তামিমের অবসরের জন্য একমাত্র দায়ী আমরা জনগণ এখন আর আগলা আবেগ দেখিয়ে কাম নাই,Negative,5,0,0,0,0,0,0
এমন সিদ্ধান্ত অনেক কষ্ট পেলাম বিশ্বকাপে আপনাকে অনেক প্রয়োজন আপনি ফিরে আসেন এটাই আপনার কাছে আমরা আশা করি,Negative,3,0,0,0,0,0,0
কি বলবো ভাষা খুঁজে পাইনা যখন তামিম ভাই এর সঃবাদ সম্মেলন লাইব দেখছি তখন আমার চোখে জল চলে এসেছে ভাবতেই পারিনি কখনো তামিম ভাই এর এরকম একটা সিদ্ধান্ত দেখতে হবে খুব খাবার লাগছে,Negative,2,0,0,0,0,0,0
অনেক মিস করবো প্রিয় মানুষ টাকে,Negative,4,0,0,0,0,0,0
মেনে নিতে পারতেছি না মেনে নেওয়ার মতো না আমার ক্রিকেটে আবেগ ভালোবাসা জুরে ছিলেন আপনি আপনার এভাবে বিদায় কিভাবে মানবো যতো ভালো প্লেয়ার আসুক আমাদের চোখে আপনি সেরা হয়ে থাকবেন Tamim Iqbal,Negative,2,0,0,0,0,0,0
আমি আশা করি তামিম ইকবাল তার সিদ্ধান্ত বদলাবে বাংলাদেশ ক্রিকেট টিমের জন্য তাকে প্রয়োজন সামনে এশিয়া কাপ তারপর এই ওয়ার্ল্ড কাপ,Negative,0,0,0,0,0,0,0
দুদিন আগ পর্যন্ত যার দুচোখে ছিল বিশ্বকাপ জেতার স্বপ্ন,Neutral,2,0,0,0,0,0,0
এক কিংবদন্তির বিদায়,Negative,2,0,0,0,0,0,0
অতচ গত দুইদিন আগে মানুষটার চোখে ছিলো বিশ্বজয়ের স্বপ্ন,Positive,0,0,0,0,0,0,0
যার জন্য বাংলাদেশের ক্রিকেট খেলা দেখতাম সেই অবসর নিয়ে নিছে বাহ,Negative,0,0,0,0,0,0,0
তাহার চোখগুলোই বলে দেয় কতটা কষ্ট নিয়ে লাল সবুজের জার্সি থেকে বিদায় নিচ্ছে,Negative,0,0,0,0,0,0,0
আপনি বিদায়টা অন্যভাবে নিতে পারতেন,Negative,2,0,0,0,0,0,0
তাহার চোখগুলোই বলে দেয় কতটা কষ্ট নিয়ে লাল সবুজের জার্সি থেকে বিদায় নিচ্ছে,Negative,2,0,0,0,0,0,0
ভাঙা আঙুল নিয়ে হয়তো ক্রিজে এসে ব্যাট করার এমন সাহস দেখাবে না দেশের হয়ে আর কেউ,Positive,2,0,0,0,0,0,0
বিদায় শব্দটা আসলেই অনেক কষ্টের,Negative,0,0,0,0,0,0,0
এমন অশ্রুসিক্ত বিদায় মোটেও কাম্য নয় তাও সিরিজের মাঝখানে সম্মানের সাথে বিদায় নেওয়ার সম্ভাবনা কথা নিজেই বলেছেন world cup এর পর যথেষ্ট কস্টে ও রাখে সামনে এতবড় আশোর world cap,Negative,5,0,0,0,0,0,0
আমরা জাতি হিসেবে অকৃতজ্ঞ সেটা আরেকবার প্রমাণ করলাম যখন ভাঙ্গা হাত নিয়ে ব্যাট করে তখন আমরা তাকে হিরো বানিয়ে দেই আর ফর্ম খারাপ থাকলে আমরাই তাকে টেনে মাটিতে নামিয়ে দেই,Negative,0,0,0,0,0,0,0
তোমরা ড্রেসিং রুমের সবাই তামিমের অবসরের স্টেক হোল্ডার,Neutral,5,0,0,0,0,0,0
ছোট বেলা থেকে দেখে আসছি সেই পঞ্চপাণ্ডবের কাহিনী ক্লাস ওয়ান ও পড়েছি তাদের গল্প তাদের ছিল সেরা জুটি কিন্তু সময়ের সাথে সাথে সব কিছুই বদলায়,Positive,0,0,0,0,0,0,0
এক সময় তামিম আউট হয়ে গেলে আর খেলা দেখতাম না এখন তো আর তারে দেখবোই না,Positive,0,0,0,0,0,0,0
আপনি কিংবদন্তী সারাজীবন কিংবদন্তি হয়েই থাকবেন আপনার অবদান বাংলাদেশ মনে রাখবে সারাজীবন ভাঙা আঙুল নিয়ে হয়তো ক্রিজে এসে ব্যাট করার এমন সাহস দেখাবে না দেশের হয়ে আর কেউ মনে রাখবে সকলে আপনার সেই দিনের ম্যাচটিও,Positive,6,0,0,0,0,0,0
আপনি কিংবদন্তী সারাজীবন কিংবদন্তি হয়েই থাকবেন আপনার অবদান বাংলাদেশ মনে রাখবে সারাজীবন ভাঙা আঙুলে হয়তো ক্রিজে এসে ব্যাট করার এমন সাহস দেখাবে না দেশের হয়ে আর কেউ মনে রাখবে সকলে আপনার সেই দিনের ম্যাচটিও,Positive,3,0,0,0,0,0,0
ভলো থাকুক বিসিবির কর্তারা,Negative,0,0,0,0,0,0,0
হয়তো এ জাতির কাছে এটাই প্রাপ্য ছিলো,Positive,7,0,0,0,0,0,0
মিস ইউ খান সাহেব,Negative,0,0,0,0,0,0,0
ভাঙা আঙুল নিয়ে হয়তো ক্রিজে এসে ব্যাট করার এমন সাহস দেখাবে না দেশের হয়ে আর কেউ,Positive,8,0,0,0,0,0,0
অধ্যায় শেষ,Negative,0,0,0,0,0,0,0
বাংলাদেশের ক্রিকেট ইতিহাসের সর্বকালের সেরা ব্যাটসম্যান তামিম ইকবাল খান রেকর্ডই আজীবন তার পক্ষে কথা বলবে I salute him Tamim,Positive,3,0,0,0,0,0,0
পাঁচ তাঁরার তিনটি শেষ হয়ে গেছে বস্,Positive,21,0,0,0,0,0,0
তামিম ভাই একজন কিংবদন্তী সারাজীবন কিংবদন্তি হয়েই থাকবে তার অবদান বাংলাদেশের মানুষ মনে রাখবে সারাজীবন ভাঙা আঙুল নিয়ে হয়তো ক্রিজে এসে ব্যাট করার এমন সাহস দেখাবে না,Positive,2,0,0,0,0,0,0
তামিম ভাইয়ের কথা গুলো শুনতে শুনতে মনের অজান্তেই চোখে পানি চলে আসলো,Negative,0,0,0,0,0,0,0
তামিম কাঁদছে,Negative,0,0,0,0,0,0,0
ম্যাশ যথাযথ সম্মানের সহিত বিদায় নিতে পারেনি,Positive,1,0,0,0,0,0,0
এদেশের কোন খেলোয়াড় কে দেখলাম না তার শেষটা সুন্দর হয়েছে সবাই বুক ভরা কষ্ট আর অভিমান নিয়ে বিদায় নিয়েছে অথচ এরা দেশের জন্য মাঠে নিজের সর্বোচ্চ দিয়ে লড়েছেন,Negative,0,0,0,0,0,0,0
মানোনীয় প্রধান মন্ত্রী আমি এক জন সাবেক ক্রিকেটার হিসেবে আপনার কাছে আকুল আবেদন সময় এসেছে বাংলাদেশ ক্রিকেট কে বাঁচাতে পরিবর্তন এখনই প্রয়োজন  অতিব জরুরী  মাশরাফিকে বাংলাদেশ ক্রিকেটের সার্থে ক্রিকেট বোর্ডে আনা এখন সময়ের দাবি তানাহলে বিশাল ভুল হয়ে যাবে  এমনিতে আমাদের ক্রিকেটের বহু ক্ষতি হয়ে গেছে যা অপূরনীয়  ধন্যবাদ মাশরাফি তোমাকে,Positive,0,0,0,0,0,0,0
এক সাগর অভিমান নিয়ে বিদায় জানালেন ক্রিকেটকে,Negative,1,0,0,0,0,0,0
মেসিও এভাবে অবসর নিয়ে ফিরে এসে ওয়ার্ল্ডকাপ জিতিয়েছিলো ক্যাপ্টেন হিসাবে,Negative,0,0,0,0,0,0,0
মেনে নেয়া যায় না,Negative,0,0,0,0,0,0,0
"বিদায় বেলায় কবি গুরু রবীন্দ্রনাথ ঠাকুরের অমোঘ বাণী শোনাতে চাই""যেতে নাহি দিব হায় তবু চলে যেতে হয় তবু চলে যায়",Negative,2,0,0,0,0,0,0
বাংলাদেশের ক্রিকেটকে সব কিছু দিয়ে সাজিয়ে দেয়া মানুষগুলোকে আমরা শেষ পর্যন্ত সম্মান জানাতে পারলাম না ভালো থাকবেন লিজেন্ড,Negative,0,0,0,0,0,0,0
বিদায়টা এভাবে না হলেও পারতো,Positive,0,0,0,0,0,0,0
ফেসবুকে আজ অনেকে আবেগময় কথা বলতেছে কিন্তু এদের মধ্যে ৯৫% মানুষ তামিমকে নিয়ে ট্রোল করছে,Neutral,5,0,0,0,0,0,0
সময়ের সঠিক সিদ্ধান্ত নিতে পারে যারা তারা ই গুণে মানে সম্পূর্ণ মানুষ হয়,Neutral,0,0,0,0,0,0,0
হঠাৎ এমন সিদ্ধান্ত মেনে নিতে পারলাম না,Negative,9,0,0,0,0,0,0
বাংলাদেশ এক ওপেনিং ব্যাটসম্যান কে হারালো,Negative,4,0,0,0,0,0,0
আমাদের ক্রিকেটারদের বিদায় এমনি হয়,Negative,3,0,0,0,0,0,0
আমি এটা বুঝিতেছি না সবাই মিস ইউ বলতেছেতাকে কিভাবে ফিরিয়ে আনা যায় এটা কেউ স্টেপ নিচ্ছে নাহ বা বলতেছেনা হায় রে আফসোস লোক দেখানো ভালোবাসা,Negative,7,0,0,0,0,0,0
আমার অনেক পছন্দের খেলোয়াড় ছিলেন তামিম ইকবাল,Negative,0,0,0,0,0,0,0
বিদায় যেই সাদাকালো বিটিভিতে দেখা একজন প্রিয় খেলোয়াড়,Negative,6,0,0,0,0,0,0
তামিমের কান্না আবেগের নয়,Negative,0,0,0,0,0,0,0
সত্যি কষ্টের ব্যপার,Negative,2,0,0,0,0,0,0
বাজে সিদ্ধান্ত বিশ্বকাপের আগে এরকম সিদ্ধান্ত নেওয়া মোটেই ঠিক হয়নি দলকে মাঝ পথে রেখে তিনি অবসর নিলেন এর ফলে দলের পারফরম্যান্স আরো খারাপ হবে বলে আমি মনে করি,Neutral,2,0,0,0,0,0,0
ক্ষমা করবেন খান সাহেব এটাই বাংলাদেশর প্রাপ্য,Positive,7,0,0,4,0,0,0
বাংলাদেশ এক ওপেনিং ব্যাটসম্যান কে হারালো,Positive,0,0,0,0,0,0,0
দেশের ক্রিকেটকে যারা কোলে পিঠে মানুষ করে এটুকু পথ নিয়ে এসেছেন,Positive,2,0,0,0,0,0,0
ভাঙা আঙুল নিয়ে হয়তো ক্রিজে এসে ব্যাট করার এমন সাহস দেখাবে না দেশের হয়ে আর কেউ,Positive,1,0,0,0,0,0,0
বাংলাদেশের জার্সিতে আর দেখা যাবে না তামিম ইকবালকে আন্তর্জাতিক ক্রিকেটকে বিদায় বললেন তিনি,Positive,0,0,0,0,0,0,0
দুই দিন আগেও তার চোখে বিশ্বকাপের স্বপ্ন ছিলো,Positive,0,0,0,0,0,0,0
ভাঙা আঙুল নিয়ে হয়তো ক্রিজে এসে ব্যাট করার এমন সাহস দেখাবে না দেশের হয়ে আর কেউ,Positive,0,0,0,0,0,0,0
সব বুঝলাম ভাই তুমি একটু ভালো খেলার চেষ্টা করো২৩ বলে ৫ করে আউট হইলা এটা কোনো কথা নামেজাজ খারাপ করার মতো খেলছো,Positive,0,0,0,0,0,0,0
দুচোখের রক্তক্ষরণ,Negative,2,0,0,0,0,0,0
আমি মেনে নিতে পারছি নাহ,Negative,3,0,0,0,0,0,0
হেটার্সরা এবার খুশি তো,Positive,3,0,0,0,0,0,0
যতোটা না কষ্ট পাইছি গতকালকের খেলা হারার পর,Negative,0,0,0,0,0,0,0
ভাই,Negative,0,0,0,0,0,0,0
